流水號	年	月	日	發表形式	組別	組別-英	時間(分)	編號	競賽	報告者	作者	題目	組別分類(下拉選單)	題目-英	單位	研究室	物種	得獎與否	備註
3112	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	9	參與	謝凱傑	謝凱傑、郭世杰、李政諦、陳怡惠	影響小琉球風景區紫地蟹(Gecarcoidea lalandii)路殺率的原因探討		The factors in relation to the road mortality of Gecarcoidea lalandii in Liouciou	中國文化大學生命科學系				
3113	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	10	參與	鍾昀庭	鍾昀庭、吳海音	玉米田農事操作與野生動物損害作物關係之研究		Corp damage by wildlife in corn fields with different farming practice	東華大學自然資源與環境學系				
3114	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	11	參與	Binh Van Ngo	Binh Van Ngo, Chung Dac Ngo, Ya-Fu Lee	越南中部多疣棘蛙的食性變異與季節、體型、及性別的關係		Seasonal and size- and sex-dependent dietary variation of granular spiny frogs in central Vietnam	成功大學生命科學系				
3115	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	12	參與	孫雅筠	孫雅筠、郭家旻、吳聲海	觀霧山椒魚知多少？		How much do we know about the Taiwan lesser salamander?	中興大學生命科學系				
3116	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	13	參與	林孟媛	林孟媛、郭俐伶、洪維澤、林宣佑、張明雄	不同圈養環境對臺北赤蛙各階段成長影響之初探		Preliminary research on the effects of various captive environments on the developments of Taipei frog (Rana taipehensis) in different stages	宜蘭大學				
3117	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	1	不參與	鄭名祺	鄭名祺	落葉覆蓋對木本小苗存活率的影響		The influence of litter stress to the death rate of tree seedling	嘉義大學生物資源學系				
3118	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	2	參與	林上揚	林上揚、周蓮香、Bruno Di Giusto, Anthony Bain	以物候探討雌雄異株的榕屬植物與其互利共生小蜂之演化關係		Phenology as a solution to reduce the cost of evolutionary conflict in a dioecious fig-fig wasp mutualism.	臺灣大學生態學與演化生物學研究所				
3119	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	3	參與	凃翔議	凃翔議、宋國彰	南仁山森林不同高度光環境對樹木生長的影響		Differences in light environment of forest vertical profiles	嘉義大學生物資源學系				
3120	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	4	參與	曾文翰	曾文翰、吳聲海	食蛇龜是否能傳播種子？		Do yellow margined box turtles disperse seeds?	中興大學生命科學系				
3121	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	5	參與	黃昱文	黃昱文、宋國彰、趙國容	南仁山欖仁溪樣區樹木死亡模式之研究		Tree mortality model in Lanjenshi forest dynamics plot, southern Taiwan	嘉義大學森林暨自然資源學系				
3122	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	6	參與	楊善閔	楊善閔、游淑媚	以 VIGS 技術靜默圓葉菸草(Nicotiana benthamiana)三胺合成酶基因於鹽逆境之表現研究		VIGS technology silent round leaf tobacco (Nicotiana benthamiana) triamine synthase gene expression in salt stress	臺中教育大學科學教育與應用學系				
3123	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	7	參與	謝宗衞	謝宗衞、何坤益、詹芳澤、劉建男	動物促進陰香種子傳播及發芽		Animals facilitate seed dispersal and germination in Cinnamomum burmanii (Nees & T. Nees) Blume	嘉義大學森林暨自然資源學系				
3124	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	8	參與	陸田奇	陸田奇、趙國容、宋國彰、許秋容	南仁山熱帶低地雨林年間林隙動態變化		The annual variation of gap dynamics in tropical lowland rain forests at Nanjenshan, Taiwan	中興大學生命科學系				
3125	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	9	參與	彭上恩	彭上恩、洪夢祺、林幸助	氣象事件對墾丁海草及環境因子之影響		The impact of weather events on seagrass and environmental factors at Kenting	中興大學生命科學系				
3126	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	10	參與	黃亦凡	黃亦凡、潘彥緹、江智民	濱刺麥(Spinifex littoreus)是否具景天酸代謝之光合作用機制？		Is Spinifex litterous a CAM plant?	東海大學生命科學系				
3127	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	11	參與	許也	許也	臺灣南仁山森林動態樣區低地常綠闊葉林之枯木存量與輸入量		Stocks and inputs of woody debris in lowland evergreen broad-leaved forests, Nanjenshan Forest Dynamics Plots, Taiwa	嘉義大學生物資源學系				
3128	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	12	參與	孫培峰	孫培峰、方偉達、忻俐瑩、魏雋瑀、傅士峰、周睿鈺	長葉茅膏菜葉表酵母菌產吲哚乙酸之能力		Yeasts in the phyllosphere of the carnivorous plant Drosera indica L. and their ability to produce indole-3-acetic acid	彰化師範大學生物學系				
3129	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	13	參與	劉霽	劉霽	颱風風速及能量對臺灣植被受損之空間分區研究		Typhoon wind speed and energy to damage the vegetation space zoning of Taiwan	嘉義大學生物資源學系				
3130	2015	1	26	海報	植物生態學與動植物交互關係	Plant Ecology and Plant-Animal interaction	120	14	參與	李炳煌	李炳煌、蔡佳惠、陳韋志、蔡尚惪	臺灣鉤吻鮭放流棲地之羅葉尾溪濱岸植群分析		Riparian vegetation analysis in the Luoyewei River for the habitat of releasing Formosan landlocked salmon	環球科技大學觀光與生態旅遊暨環境資源管理研究所				
3131	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	1	不參與	吳欣儒	吳欣儒、顏易君、葉芳伶、蘇俊育、李政璋、陳惇聿、邱郁文	金門潮間帶棲地及底棲動物多樣性		The diversity of benthic fauna and intertidal habitats in Kinmen	海洋生物博物館				
3132	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	2	不參與	張智惟	張智惟	龍鑾潭水質水生生物的變化		Variation in water quality and aquatic organisms of Longluantan Lake	嘉南藥理大學				
3133	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	3	不參與	顏易君	顏易君、謝寶森、梁世雄、黃大駿、吳欣儒、葉芳伶、邱郁文	全國湧泉濕地生態資源調查(3/3)－湧泉濕地資源研究、社區輔導及生態教育推廣		Investigation of cold spring ecological resources of Taiwan (3/3)-Resources investigation, community counseling and environmental education promoting in the cold spring wetland	海洋生物博物館				
3134	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	4	不參與	顏易君	顏易君、溫仲良、謝寶森、梁世雄、黃大駿、吳欣儒、葉芳伶、蔡宜君、邱郁文	屏東縣五溝聚落湧泉圳道水生資源調查研究		The study of cold spring aquatic resource, in the ditch of Wugoushui, Pingtung	海洋生物博物館				
3135	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	5	參與	吳冠億	吳冠億、陳清旗、劉芳如、唐琬婷、莊孟憲	淺山埤塘棲地品質評估與鳥類生態指標之指認		Habitat assessments and avian-ecological indicator identification of farm pond systems	野望生態顧問公司				
3136	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	6	參與	李怡璇	李怡璇	五溝水短吻紅斑吻蝦虎(Rhinogobius rubromaculatus) Mon (monooxygenase)及 GST (glutathione-S-transferase)酵素活性之變化		Assays Mon (monooxygenase) and GST (glutathione-S-transferase) activity of Rhinogobius rubromaculatus in Wugou shui wetlands	嘉南藥理大學				
3137	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	7	參與	張家茂	張家茂、錢玉蘭、林幸助	淡水河沿岸濕地氣候調節功能初探		Assessing wetland ecosystem function of climate regulation in the Danshui River	中興大學生命科學系				
3138	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	8	參與	黃富敏	黃富敏	測定不同階段環文蛤(Cyclina sinensis)體內卵黃前質蛋白的變化		The concentration of Vitellogenin in different stage by Cyclina sinensis	嘉南藥理大學				
3139	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	9	參與	黃湘倫	黃湘倫、謝韻婷	幼蟹去哪裡？以高美濕地為例		Where are the juveniles? Gaomei wetland as an example	東海大學生命科學系				
3140	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	10	參與	簡雯潔	簡雯潔	埤塘的人為經營管理與蜻蛉目生物多樣性的關係		The relationship between farm pond management and odonates biodiversity	臺灣大學地理環境資源學研究所				
3141	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	11	參與	陳渭中	陳渭中、林幸助	淡水河沿岸系統代謝於汛期的變化		Ecosystem metabolism during flood season along the Danshui River	中興大學生命科學系				
3142	2015	1	26	海報	溼地與水域生態學	Wetland and Aquatic Ecology	120	12	參與	曾煌閔	曾煌閔	不同大小及不同顏色蝦籠對日本沼蝦(Macrobrachium nipponense)捕獲之差異		Study capture rate of different sizes and colors cage shrimp in Macrobrachium nipponense	嘉南藥理大學				
3143	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	1	參與	張俊怡	張俊怡	外來種的逆襲？移除外來種可能不是最好的策略		Attack on invasive species? excluding invasive species may not be the best strategy					
3144	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	2	參與	簡廷安	簡廷安、謝長富、陳明義、葉慶龍、劉和義、夏禹九、王震哲、陳子英	台灣地區主要都市外來植物入侵性之研究		The study of alien plants and invasibility in Taiwan’s major cities	宜蘭大學				
3145	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	3	參與	林哲宇	林哲宇	西南海域天然氣水合物滲漏區生物群聚之營養結構與碳源分析		The trophic structures and carbon sources of biological assembalges from gashydrate seeps in waters off SW Taiwan	中興大學生命科學系				
3146	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	4	參與	林新添	林新添	旅遊對墾丁國家公園的二氧化碳排放之貢獻		Tourism contribution to the carbon dioxide emissions of Kenting National Park	嘉義大學生物資源學系				
3147	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	5	參與	柯智仁	柯智仁、李培芬、林瑞興、范孟雯	臺灣繁殖鳥類大調查讓我們用資料說話：常見留鳥沿地理梯度的豐度分布型態		Distribution pattern of common resident birds along geographical gradients: an application of the data from Taiwan Breeding Bird Survey	臺灣大學生態學與演化生物學研究所				
3148	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	6	參與	郭姿蒨	郭姿蒨、許皓捷	繁殖鳥類沿海拔及緯度梯度分布模式之比較		Comparable of breeding birds distribution patterns along altitudinal and latitudinal gradient	臺南大學生態科學與技術學系				
3149	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	7	參與	林承昊	林承昊	生境面積指數能否反映地景嵌塊的生物多樣性？以中台灣都會型公園為例		Can BAF reflect biodiversity of landscape mosaics? A case study on city parks in central Taiwan	東海大學生命科學系				
3150	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	8	參與	郭哲瑋	郭哲瑋、邱宏文、張合延、侯冠宇、陳亮憲	氣候變遷對無尾港濕地水鳥族群的影響		The role of climate change to wetland Wuwei Harbor in determining wetland bird community	中國文化大學生命科學系				
3151	2015	1	26	海報	全球變遷與生態系生態學	Global Change and Ecosystem Ecology	120	9	參與	陳昀暐	陳昀暐、林佳蓁、陳鈺雯、林惠真	入侵種互花米草(Spartina alterniflora)移除後對螃蟹相的影響		The effects of diversity and community structure of crabs after removing Spartina alterniflora.	東海大學生命科學系				
